id,class
219129,0.009357142857142857
219130,0.00844047619047619
219131,0
219132,0.017660317460317463
219133,0.002
219134,0.0032
219135,6.666666666666666e-4
219136,8.333333333333333e-4
219137,0.009538095238095238
219138,8e-4
219139,0.0025
219140,0
219141,0.005066666666666666
219142,0
219143,0.00225
219144,0.002833333333333333
219145,0.01654365079365079
219146,5e-4
219147,2e-4
219148,0
219149,0
219150,0.002
219151,0.005177777777777777
219152,0.0066500000000000005
219153,0.0076500000000000005
219154,0.006326984126984127
219155,0.0024
219156,0
219157,0.007924603174603174
219158,5e-4
219159,0.0010500000000000002
219160,0.00525
219161,5e-4
219162,2.5e-4
219163,0.001
219164,0
219165,0
219166,0.004783333333333333
219167,0
219168,5e-4
219169,0.0010666666666666667
219170,0.0011666666666666665
219171,3.333333333333333e-4
219172,0.0036222222222222224
219173,0.002
219174,0.0012023809523809524
219175,0
219176,0.007066666666666668
219177,0.023563492063492064
219178,0
219179,0
219180,6.666666666666666e-4
219181,9e-4
219182,0.002833333333333333
219183,0.0025357142857142857
219184,0.002704761904761905
219185,0.00688888888888889
219186,0
219187,0.0012
219188,0.009257936507936507
219189,0
219190,0.02129999999999999
219191,0.0010714285714285715
219192,0.005685714285714286
219193,0
219194,5e-4
219195,0.004622222222222222
219196,0.004
219197,8.888888888888888e-4
219198,0.011233333333333335
219199,0.006333333333333333
219200,0.005285714285714286
219201,0.009438095238095237
219202,4e-4
219203,0.018750000000000003
219204,0.004
219205,0.001
219206,0.00378015873015873
219207,0.00125
219208,0.003
219209,0.0041222222222222216
219210,0.011230158730158729
219211,0.0034857142857142856
219212,0.002
219213,0
219214,0
219215,0.005
219216,0.0015999999999999999
219217,2.857142857142857e-4
219218,0
219219,0.0026
219220,0
219221,0.013246031746031745
219222,0
219223,0.005857142857142858
219224,0.003999999999999999
219225,0.005866666666666666
219226,8e-4
219227,0
219228,0
219229,0
219230,0
219231,0.004133333333333333
219232,0.009424603174603174
219233,0
219234,8.888888888888888e-4
219235,0.036415873015873006
219236,0
219237,0.004685714285714285
219238,0.0011666666666666665
219239,0.00868015873015873
219240,0
219241,4e-4
219242,0.001107142857142857
219243,0
219244,0.002
219245,0
219246,0.0028666666666666662
219247,0.00521904761904762
219248,0
219249,0
219250,0.06828888888888889
219251,0
219252,0.0013333333333333333
219253,0
219254,0.008988888888888888
219255,0.002
219256,6.666666666666666e-4
219257,0
219258,0.008333333333333333
219259,0.002
219260,2.222222222222222e-4
219261,5e-4
219262,0.0013333333333333333
219263,0
219264,0
219265,0.009392857142857142
219266,2.857142857142857e-4
219267,0.006233333333333334
219268,0
219269,0
219270,0.005366666666666667
219271,4e-4
219272,0.005238095238095238
219273,0
219274,0.015115079365079366
219275,0.001
219276,0
219277,0
219278,0.0027857142857142855
219279,0.0052499999999999995
219280,6.000000000000001e-4
219281,0.025635714285714283
219282,0
219283,0
219284,0.002
219285,0.0024
219286,6.000000000000001e-4
219287,0.00818015873015873
219288,0.002507936507936508
219289,0.001
219290,6.666666666666666e-4
219291,0.0025
219292,0
219293,0
219294,0
219295,0
219296,5e-4
219297,0.003388888888888889
219298,0
219299,5e-4
219300,0
219301,0.001
219302,0.002
219303,0
219304,0
219305,0
219306,0
219307,0
219308,0
219309,0
219310,5e-4
219311,0
219312,0.0015
219313,0.002
219314,0.00625
219315,0
219316,0
219317,0
219318,0.0010714285714285715
219319,0.003142857142857143
219320,0
219321,3.333333333333333e-4
219322,0
219323,0.0054
219324,6.666666666666666e-4
219325,0.002
219326,0.022610317460317456
219327,0.0050936507936507934
219328,0
219329,0
219330,0
219331,0
219332,0.001
219333,0
219334,0
219335,0.00405
219336,0.0011166666666666666
219337,3.333333333333333e-4
219338,0.0027142857142857142
219339,0.0014
219340,0
219341,0
219342,0.0074380952380952384
219343,5e-4
219344,0
219345,0.0025714285714285713
219346,0.004
219347,0.002
219348,0
219349,0.02739920634920635
219350,2e-4
219351,2.857142857142857e-4
219352,0
219353,0.0026666666666666666
219354,0.004
219355,0.004833333333333333
219356,6.666666666666666e-4
219357,6.666666666666666e-4
219358,0
219359,0
219360,0
219361,0
219362,9.523809523809524e-4
