id,Class
219129,8.768456184227169e-4
219130,0.0013085463709089362
219131,6.694020991908634e-4
219132,0.001701588495945372
219133,8.32932339882464e-4
219134,7.988457384386916e-4
219135,5.324313126764402e-4
219136,9.435486539881577e-4
219137,0.001516780002014717
219138,9.262486589999286e-4
219139,8.37931413298687e-4
219140,4.219448722874164e-4
219141,0.0010785978860752277
219142,4.60281266980167e-4
219143,3.263270331137491e-4
219144,9.069806934319802e-4
219145,0.005561185600151286
219146,4.4691270397057004e-4
219147,0.0017364575749440059
219148,0.0016820444211679275
219149,8.579983847497585e-4
219150,0.0014556944896531032
219151,7.220643048350128e-4
219152,0.0020618945351220663
219153,0.0036252428989311802
219154,0.001078277510537351
219155,0.0012060976615061447
219156,0.001562655476475161
219157,0.0019502468990824084
219158,0.0011032329448384948
219159,0.002628465979665373
219160,0.001037424425807676
219161,4.7154369149382536e-4
219162,0.002602433939838056
219163,0.0014099450525167923
219164,7.243231428206709e-4
219165,6.426238902876857e-4
219166,0.0015433284601393815
219167,4.1292808433812667e-4
219168,0.0011388048111891091
219169,0.001569975326552897
219170,5.392802439980748e-4
219171,0.0011558472984488644
219172,0.002386630327054884
219173,8.620151571955281e-4
219174,9.936088060976678e-4
219175,7.785877716623979e-4
219176,0.0020163944734973294
219177,9.023652786519509e-4
219178,0.0022195436022993675
219179,0.001311975620487682
219180,0.0012621244935129283
219181,0.0020834783655990785
219182,0.0014963352263074325
219183,0.0015858171990295045
219184,0.0023295455448020252
219185,5.217609777611321e-4
219186,3.836533538505993e-4
219187,5.417653743298168e-4
219188,0.01170539022760353
219189,5.671114998778704e-4
219190,0.006371509396077668
219191,0.0011942035509348026
219192,0.0015656561480470454
219193,4.8403611291836235e-4
219194,6.914025257112044e-4
219195,0.0014403403729251751
219196,7.09393882369791e-4
219197,3.719245269415694e-4
219198,0.0024086881035418894
219199,9.649901051421717e-4
219200,9.489789931501624e-4
219201,0.0068048725755657236
219202,0.0011349087896277421
219203,0.0014884019496410605
219204,0.0012470703241498349
219205,4.458283362899218e-4
219206,8.91675793539215e-4
219207,0.0018975237619923702
219208,0.002194876379766675
219209,5.920758036587204e-4
219210,0.001958678768785971
219211,5.062862402758217e-4
219212,8.636933623749066e-4
219213,0.001537625169875878
219214,4.383188834892193e-4
219215,0.0022485265706357893
219216,0.0015735424506347906
219217,9.631709684309042e-4
219218,8.213878612731706e-4
219219,9.982897784186484e-4
219220,5.436029775477413e-4
219221,9.423438778467519e-4
219222,8.362434812706487e-4
219223,7.298523411962687e-4
219224,0.0013841527346412086
219225,0.0014072153540867216
219226,0.0010081757701663197
219227,5.653789190618319e-4
219228,3.721487097710918e-4
219229,5.415976835412284e-4
219230,3.954784242735654e-4
219231,0.0014531935142763075
219232,0.0011276748030893957
219233,0.0011912862300683669
219234,7.473054023551251e-4
219235,0.010260657390141037
219236,6.360433794868614e-4
219237,0.0010354780655760232
219238,5.116832031880625e-4
219239,0.002149398918867229
219240,9.559059723535102e-4
219241,4.677648291192549e-4
219242,6.51287391164268e-4
219243,7.418895407682591e-4
219244,0.0010701328826875356
219245,7.280174574276765e-4
219246,4.634340786298097e-4
219247,8.294988701607053e-4
219248,3.248519236095371e-4
219249,4.210057583503568e-4
219250,0.04446006966983762
219251,0.0024568744990123292
219252,9.255779161241318e-4
219253,6.23362511048664e-4
219254,0.0023418235009549093
219255,6.549646103387596e-4
219256,4.358311058904052e-4
219257,4.428816960455606e-4
219258,0.0013153877882130516
219259,4.669083998248835e-4
219260,0.0017063425619372463
