id,Class
219129,2.1675613525373727e-4
219130,0.0010731686429422682
219131,9.015483328622675e-5
219132,0.002500663153101157
219133,2.302017227044928e-4
219134,6.183068745280185e-4
219135,1.449020227595188e-4
219136,4.630325287972026e-4
219137,2.3075245550419066e-4
219138,2.954835933199895e-4
219139,4.023086228485129e-4
219140,1.6148626358658547e-4
219141,4.5859177577145527e-4
219142,1.1389060906796811e-4
219143,1.080713558435642e-4
219144,4.4756501288079065e-4
219145,0.004998695943140841
219146,2.0996044544163706e-4
219147,5.82331962322602e-4
219148,6.548593534625446e-4
219149,1.2757860012380107e-4
219150,0.0016914878017312285
219151,3.1957302798701903e-4
219152,4.5633421026280985e-4
219153,5.072981471189175e-4
219154,1.6065062937775654e-4
219155,5.903286675953412e-4
219156,3.356932492395437e-4
219157,0.002511364896048418
219158,2.1701763049686296e-4
219159,0.001586297865648345
219160,1.148758747946399e-4
219161,3.177929868364293e-4
219162,0.0012912454445178634
219163,2.8949046945936363e-4
219164,5.507694587764123e-4
219165,1.1378044411824995e-4
219166,7.883809303285139e-4
219167,8.214633672465332e-5
219168,1.6992288086936647e-4
219169,2.0867145952718769e-4
219170,5.199026998037315e-5
219171,4.1391809822821646e-4
219172,0.0014894124454877256
219173,8.700847104425868e-5
219174,6.979107534124118e-4
219175,2.088879007466904e-4
219176,0.0026235749445580048
219177,3.2557113154774164e-4
219178,0.0016462067427029936
219179,0.0023088650988926096
219180,8.933271783327923e-4
219181,1.8848590321096648e-4
219182,2.642396040631878e-4
219183,2.053432710309444e-4
219184,4.7937437914935543e-4
219185,1.4783364630455154e-4
219186,1.0727322947312601e-4
219187,5.9672044415370884e-5
219188,0.005667253683181772
219189,5.0629568296711724e-5
219190,0.002249491065834497
219191,2.8319503376039723e-4
219192,0.0010983884191781979
219193,2.2804590209968278e-4
219194,5.5253635930951894e-5
219195,7.486321294906118e-4
219196,4.969154594828273e-4
219197,1.2779958889586052e-4
219198,0.001054811061297234
219199,3.1184607356249394e-4
219200,2.1174015716673988e-4
219201,0.002159667362063855
219202,1.6129213878246507e-4
219203,0.0031782755618916525
219204,8.44215365335077e-4
219205,1.0780251814190844e-4
219206,1.950217810376964e-4
219207,2.8804352318856363e-4
219208,4.2831648151964163e-4
219209,2.359003860467057e-4
219210,4.0865722992955433e-4
219211,2.556524309096364e-4
219212,9.708823742204942e-5
219213,0.0017155817969507492
219214,1.6378015850770922e-4
219215,0.0020392745221126107
219216,8.757975098638848e-4
219217,1.5697030542061174e-4
219218,3.1434560641252496e-4
219219,7.275469008197755e-4
219220,3.480836656154507e-4
219221,6.367820649313405e-4
219222,1.8525254409529346e-4
219223,1.4943351997864784e-4
219224,7.459997892449444e-4
219225,1.805782557162683e-4
219226,9.420915492630577e-5
219227,4.454649820688772e-4
219228,9.796834938491372e-5
219229,1.505614615080475e-4
219230,1.1025492414928895e-4
219231,1.7862468070939386e-4
219232,4.380860740557102e-4
219233,8.203804484352428e-4
219234,2.402796950666808e-4
219235,4.2538378929068976e-4
219236,1.1584933017605437e-4
219237,5.253895065109315e-4
219238,2.993449901762535e-4
219239,8.437471346456338e-4
219240,5.14288691936482e-4
219241,5.1017888255011634e-5
219242,9.41063233254047e-5
219243,8.061817965110407e-5
219244,1.8816166711899118e-4
219245,1.2306374951198684e-4
219246,1.728538589831352e-4
219247,1.814589692022972e-4
219248,8.006198002508125e-5
219249,1.4204993994937354e-4
219250,0.0033476438324036017
219251,0.0011784050642650312
219252,1.8724824251781236e-4
219253,2.921564751977579e-4
219254,0.0011386556465970976
219255,1.1347376702919298e-4
219256,5.3211858783153154e-5
219257,6.53380912991608e-5
219258,4.942327506644029e-4
219259,1.8077323623355568e-4
219260,5.494596399042706e-4
219261,0.0011966763487564203
219262,5.630115782703227e-4
219263,7.158735096579605e-5
219264,1.665553338133785e-4
219265,2.2505043047216233e-4
219266,0.002282486412121809
219267,2.839213975952548e-4
219268,8.82521276716064e-5
219269,1.737484212632756e-4
219270,7.256586641960494e-4
219271,6.804910747171267e-5
219272,2.1285543606108792e-4
219273,1.97161056180839e-4
219274,6.903987891779817e-4
219275,8.34763786355941e-5
219276,1.3398769272676692e-4
219277,1.6163259020074427e-4
219278,7.610334651697581e-5
219279,1.704771615210765e-4
219280,1.0957764213281873e-4
219281,0.011738248472322188
219282,1.1059650601830118e-4
219283,9.294222132660845e-4
219284,1.5637274825530678e-4
219285,2.1175295734843225e-4
219286,3.417791729362074e-4
219287,1.6857020193306038e-4
219288,4.2962832198201184e-4
219289,2.259016473661335e-4
219290,3.860730065087248e-4
219291,0.0010457818560528631
219292,1.2926966459136935e-4
219293,0.0010309669144584754
219294,1.4514532260467838e-4
219295,2.767953969128323e-4
219296,2.5189554221172195e-4
219297,0.0033306926988079244
219298,0.0015845044727471613
219299,3.0847081396412346e-4
219300,7.828948035781824e-5
219301,9.888892681975125e-5
219302,2.3110559464178948e-4
219303,1.0122396570499959e-4
219304,8.808681765659632e-5
219305,3.758407951582887e-4
219306,1.4903599065818618e-4
219307,3.816746318541231e-4
219308,1.1631264468559e-4
219309,1.1652632056557977e-4
219310,3.7222550055049375e-4
219311,1.51246868714483e-4
219312,9.713130492516875e-4
219313,1.6709160832195646e-4
219314,3.016649540297234e-4
219315,1.4051622699784438e-4
219316,1.638363640606988e-4
219317,2.650095373984973e-4
219318,0.04940553283807725
219319,1.2265048269055612e-4
219320,6.712808773501333e-5
219321,0.0024484315458601635
219322,7.147996578982241e-5
219323,0.0015442240078019642
219324,5.25148813719789e-4
219325,1.3858757769880103e-4
219326,0.0020452491313784904
219327,1.1351973448170405e-4
219328,9.451955408168455e-5
219329,2.981007300510985e-4
219330,7.07249955043121e-5
219331,8.315950065707067e-4
219332,2.814418705597843e-4
219333,2.5221750788329e-4
219334,4.626659433715208e-5
219335,8.104395600401215e-4
219336,0.0011001612077983225
219337,3.632600846807943e-4
219338,2.1045137476805031e-4
219339,2.6808984993698104e-4
219340,8.335955651006532e-5
219341,8.721811387668588e-5
219342,0.0012929982864580136
219343,2.4299496878499305e-4
219344,9.903956548329429e-5
219345,4.394617644054577e-4
219346,3.2799766035829236e-4
219347,7.93995178502982e-5
219348,1.8511595619086219e-4
219349,0.005585716562900744
219350,2.030118542467596e-4
219351,3.059777108966877e-4
219352,1.5514241197289724e-4
219353,1.0042695362622034e-4
219354,1.806280380515224e-4
219355,0.0017196913619546006
219356,0.0011722646242940948
219357,4.0463432536108623e-4
219358,4.6659999020992604e-4
219359,9.766223016716147e-5
219360,7.617620472133435e-5
219361,1.7954930848274042e-4
219362,0.0020762402579558303
219363,0.0010009008222082727
219364,3.8683510925707765e-4
219365,1.727648089181466e-4
219366,1.34705782617206e-4
219367,8.782571690524321e-5
219368,1.6893933227291047e-4
219369,2.587034538401589e-4
219370,6.876790715936165e-4
219371,1.8934301553286126e-4
219372,8.680396673665935e-5
219373,6.027198973165282e-4
219374,2.3777042920403169e-4
219375,7.035912562236568e-5
219376,3.384153222898423e-4
219377,1.6548885599754204e-4
219378,2.0613981082873156e-4
219379,1.013819489253942e-4
219380,5.945660300166189e-5
219381,5.031091948389799e-4
219382,1.0925013609663914e-4
219383,7.07574991893889e-5
219384,2.6107412473630465e-4
219385,1.692703266391593e-4
219386,5.417178031985603e-5
219387,3.538194893004665e-5
219388,7.720965219160103e-5
219389,1.754134393113782e-4
219390,0.0020821676344578988
219391,1.5525648727798824e-4
219392,7.152159592902496e-4
219393,6.923771960942737e-5
219394,2.934339261921881e-4
219395,0.0011559350043884864
219396,1.5295473846466123e-4
219397,8.919207142854546e-5
219398,2.7644473974175465e-4
219399,1.6481964703818353e-4
219400,7.208749912024359e-5
219401,0.0011801555201396141
219402,7.778614826170482e-5
219403,3.841945182095907e-4
219404,6.393747864863464e-5
219405,1.5944059672368116e-4
219406,2.3014579836300175e-4
219407,0.0051327709037150004
219408,1.2449221987909098e-4
219409,5.11887848519077e-4
219410,2.5480107115660733e-4
219411,5.6020909817045e-4
219412,2.526459319401875e-4
219413,4.8051121866976576e-4
219414,3.8583291612992454e-5
219415,2.692096442391545e-4
219416,3.533115635234729e-4
219417,3.968356017174379e-4
219418,1.921838617768845e-4
219419,7.274516162109057e-4
219420,6.001410125783257e-4
219421,1.072434776383524e-4
219422,8.753441600676259e-4
219423,1.1283974098086347e-4
219424,8.760389738905472e-4
219425,5.6062857054473e-4
219426,5.779320154465362e-4
219427,1.4099643736975587e-4
219428,1.44729082522832e-4
219429,9.568554427102915e-4
219430,1.9135950003645874e-4
219431,7.52402533814589e-5
219432,6.877580875441769e-5
219433,1.3180206463947464e-4
219434,1.3210624412896e-4
219435,1.1009112056037385e-4
219436,7.684078769557567e-4
219437,1.407680538093592e-4
219438,7.021191596112697e-4
219439,7.121001036464181e-4
219440,0.002484950948447473
219441,3.4041063877388034e-4
219442,6.860868826581434e-4
219443,3.125046626452077e-4
219444,5.688215179526779e-4
219445,7.872609232213446e-4
219446,9.97574030798809e-5
219447,9.282044465258599e-4
219448,1.6205932574098192e-4
