id,Class
219129,0.0029866232071071863
219130,0.0027765051927417517
219131,0.0024454600643366575
219132,0.0033308640122413635
219133,0.002373389434069395
219134,0.0028802070301026106
219135,0.0023042294196784496
219136,0.00261432072147727
219137,0.0026381928473711014
219138,0.0026011148001998663
219139,0.0026051930617541075
219140,0.0022830995731055737
219141,0.0025759609416127205
219142,0.0022140666842460632
219143,0.002174695022404194
219144,0.0027931849472224712
219145,0.01798136718571186
219146,0.0022151898592710495
219147,0.0030741787049919367
219148,0.0028720758855342865
219149,0.002505737356841564
219150,0.0029535845387727022
219151,0.0026224509347230196
219152,0.0039423927664756775
219153,0.0038474639877676964
219154,0.002921975450590253
219155,0.0025659024249762297
219156,0.0025055038277059793
219157,0.0028646320570260286
219158,0.0024008832406252623
219159,0.003906003199517727
219160,0.003091600490733981
219161,0.0023713333066552877
219162,0.0035205483436584473
219163,0.0029940528329461813
219164,0.0032377971801906824
219165,0.0028261863626539707
219166,0.003399590030312538
219167,0.0021672649309039116
219168,0.002825765870511532
219169,0.003153144381940365
219170,0.0022616370115429163
219171,0.0029797942843288183
219172,0.0037150562275201082
219173,0.00241941143758595
219174,0.0029072824399918318
219175,0.002424573991447687
219176,0.004204277414828539
219177,0.003235697280615568
219178,0.0033699979539960623
219179,0.0031486693769693375
219180,0.002599618397653103
219181,0.003480366664007306
219182,0.004379214718937874
219183,0.0032695031259208918
219184,0.0038045195396989584
219185,0.002139719668775797
219186,0.0022387837525457144
219187,0.002381297992542386
219188,0.004030341282486916
219189,0.0022509100381284952
219190,0.008455379866063595
219191,0.00341001502238214
219192,0.002697489457204938
219193,0.0022135749459266663
219194,0.002697052201256156
219195,0.003176014171913266
219196,0.002418572548776865
219197,0.0021351887844502926
219198,0.0041204490698874
219199,0.0026322398334741592
219200,0.0023647139314562082
219201,0.0037098953034728765
219202,0.003064593765884638
219203,0.0038179021794348955
219204,0.002545573515817523
219205,0.0025887105148285627
219206,0.002866944530978799
219207,0.0029237777926027775
219208,0.003490061266347766
219209,0.0022825782652944326
219210,0.003331198124215007
219211,0.0028964062221348286
219212,0.0022763069719076157
219213,0.002925403183326125
219214,0.0023493729531764984
219215,0.00397139647975564
219216,0.0033609597012400627
219217,0.0025955550372600555
219218,0.0026492304168641567
219219,0.002457688096910715
219220,0.0023538980167359114
219221,0.003206531750038266
219222,0.0024629004765301943
219223,0.0024735478218644857
219224,0.0028359147254377604
219225,0.0036325540859252214
219226,0.0023367239627987146
219227,0.0023444346152246
219228,0.002189299091696739
219229,0.0022017122246325016
219230,0.0021946013439446688
219231,0.0026004717219620943
219232,0.004155043978244066
219233,0.0023532239720225334
219234,0.002955211093649268
219235,0.005653399042785168
219236,0.0023784665390849113
219237,0.0028287474997341633
219238,0.002358686411753297
219239,0.0035723415203392506
219240,0.0028136842884123325
219241,0.0023015320766717196
219242,0.002654125913977623
219243,0.0021690919529646635
219244,0.002831794321537018
219245,0.0023060718085616827
219246,0.002335581462830305
219247,0.0030585553031414747
219248,0.0021481162402778864
219249,0.0023321884218603373
219250,0.01940283738076687
219251,0.004018128849565983
219252,0.0023528265301138163
219253,0.002358203986659646
219254,0.0031801338773220778
219255,0.002428086008876562
219256,0.0023566139861941338
219257,0.0021357922814786434
219258,0.003340981900691986
219259,0.0022446776274591684
219260,0.0027757962234318256
219261,0.002626689849421382
219262,0.0026259541045874357
219263,0.002199210925027728
219264,0.002437400398775935
219265,0.002837727777659893
219266,0.0025116654578596354
219267,0.0031475976575165987
219268,0.0019786374177783728
219269,0.00244535063393414
219270,0.003726195078343153
219271,0.002303720684722066
219272,0.0023836656473577023
219273,0.002350598108023405
219274,0.006105762906372547
219275,0.0021595365833491087
219276,0.0024448365438729525
219277,0.0030997218564152718
219278,0.002740778960287571
219279,0.0021232187282294035
219280,0.0024715368635952473
219281,0.017250673845410347
219282,0.002174775581806898
219283,0.002422269666567445
219284,0.0028039931785315275
219285,0.0028435897547751665
219286,0.0026145593728870153
219287,0.002634569304063916
219288,0.002489065518602729
219289,0.002395729999989271
219290,0.0020680506713688374
219291,0.002532916609197855
219292,0.002086908556520939
219293,0.002903070766478777
219294,0.002345535671338439
219295,0.003111416706815362
219296,0.0022613604087382555
219297,0.004217317793518305
219298,0.0027869667392224073
219299,0.002299377229064703
219300,0.0024361449759453535
219301,0.0027061456348747015
219302,0.003395664971321821
219303,0.0024107093922793865
219304,0.0023801722563803196
219305,0.002407831372693181
219306,0.0023139326367527246
219307,0.0022617371287196875
219308,0.0020814628805965185
219309,0.002464361721649766
219310,0.0024001318961381912
219311,0.0023297544103115797
219312,0.003902625758200884
219313,0.0020572266075760126
219314,0.0027034522499889135
219315,0.0022907666862010956
219316,0.0023346017114818096
219317,0.0023256849963217974
219318,0.0030914945527911186
219319,0.002673543756827712
219320,0.002412040950730443
219321,0.0025150892324745655
219322,0.0023540526162832975
219323,0.0037606495898216963
219324,0.0035470458678901196
219325,0.0023810951970517635
219326,0.010645050555467606
219327,0.0027410825714468956
219328,0.0020788388792425394
219329,0.002747815568000078
219330,0.002232298953458667
219331,0.003104347502812743
219332,0.0025408791843801737
219333,0.0025832178071141243
219334,0.0021235693711787462
219335,0.003031183499842882
219336,0.003090883372351527
219337,0.0023201219737529755
219338,0.002602730877697468
219339,0.002714503789320588
219340,0.002908427035436034
219341,0.0021656013559550047
219342,0.004993089009076357
219343,0.0023829410783946514
219344,0.002452956745401025
219345,0.002776768058538437
219346,0.0030079057905822992
219347,0.0023118089884519577
219348,0.0022313199006021023
219349,0.015030249953269958
219350,0.0027990431990474463
219351,0.0023538980167359114
219352,0.002549587981775403
219353,0.0024456053506582975
219354,0.002341453218832612
219355,0.010921003296971321
219356,0.002847004448994994
219357,0.0022825587075203657
219358,0.0024776256177574396
219359,0.0021504773758351803
219360,0.0023842856753617525
219361,0.002456658286973834
219362,0.0043441965244710445
219363,0.003070257371291518
219364,0.003613090608268976
219365,0.0032165071461349726
219366,0.0021663629449903965
219367,0.0022004784550517797
219368,0.002236306434497237
219369,0.0026240067090839148
219370,0.0056261285208165646
219371,0.0024219148326665163
219372,0.002470074687153101
219373,0.002775285392999649
219374,0.002593912649899721
219375,0.0021777963265776634
219376,0.0023964322172105312
219377,0.002393714850768447
219378,0.002354936208575964
219379,0.0022492818534374237
219380,0.002672265050932765
219381,0.0036516450345516205
219382,0.002652348019182682
219383,0.0022363096941262484
219384,0.0023571576457470655
219385,0.002218663226813078
219386,0.0022482590284198523
219387,0.002229230711236596
219388,0.0024254668969660997
219389,0.002339371247217059
219390,0.003428831696510315
219391,0.002375558251515031
219392,0.0023514884524047375
219393,0.0023020063526928425
219394,0.0027354848571121693
219395,0.003966056276112795
219396,0.002293787430971861
219397,0.0025550760328769684
219398,0.002259162487462163
219399,0.0023337143938988447
219400,0.0026957839727401733
219401,0.005858238786458969
219402,0.002411970868706703
219403,0.002743964781984687
219404,0.0020380322821438313
219405,0.0027508512139320374
219406,0.0020161422435194254
219407,0.006208866834640503
219408,0.0025896895676851273
219409,0.003082339419052005
219410,0.002237812615931034
219411,0.0034130141139030457
219412,0.0026357308961451054
219413,0.002470055827870965
219414,0.0020359898917376995
219415,0.002375365002080798
219416,0.003756752237677574
219417,0.003803245723247528
219418,0.002168809063732624
219419,0.0030324419494718313
219420,0.0027262773364782333
219421,0.0028121033683419228
219422,0.0030172637198120356
219423,0.0022453395649790764
219424,0.0033898816909641027
219425,0.002445719437673688
219426,0.0032366476953029633
219427,0.0022733211517333984
219428,0.0024442991707473993
219429,0.0036457583773881197
219430,0.002486438723281026
219431,0.002502682153135538
219432,0.0023327553644776344
219433,0.002234115730971098
219434,0.002192848827689886
219435,0.0022781421430408955
219436,0.0025866590440273285
219437,0.00266370945610106
219438,0.002428004052489996
219439,0.0028853320982307196
219440,0.004443308338522911
219441,0.0028497930616140366
219442,0.002567737363278866
219443,0.0023056769277900457
219444,0.0028758912812918425
219445,0.004252557177096605
219446,0.002498061629012227
219447,0.003145110560581088
219448,0.0025414894334971905
219449,0.002909742295742035
219450,0.003106251824647188
219451,0.0020991764031350613
219452,0.003490424482151866
219453,0.0027450479101389647
219454,0.00448240153491497
219455,0.0021995510905981064
219456,0.00368515751324594
219457,0.0032387960236519575
219458,0.0033744964748620987
219459,0.002203227486461401
219460,0.0022703162394464016
219461,0.006161378230899572
219462,0.0019935937598347664
219463,0.002840180415660143
219464,0.002672378206625581
219465,0.002251158468425274
219466,0.0026563850697129965
219467,0.002868558978661895
219468,0.002666968386620283
219469,0.0022758739069104195
219470,0.003970877733081579
219471,0.0029234192334115505
219472,0.0039140465669333935
219473,0.005963646341115236
219474,0.006788716185837984
219475,0.002356019802391529
219476,0.002952961251139641
219477,0.0022669630125164986
219478,0.002635391429066658
219479,0.002095702337101102
219480,0.004283145535737276
219481,0.0038857110776007175
219482,0.004407177213579416
219483,0.0030445971060544252
219484,0.002531938487663865
219485,0.002161509357392788
219486,0.002268180949613452
219487,0.00270698475651443
219488,0.0024481588043272495
219489,0.0029725513886660337
219490,0.0022616186179220676
219491,0.002349043032154441
219492,0.003288893960416317
219493,0.002844578353688121
219494,0.002528849057853222
219495,0.0025477041490375996
219496,0.003438891377300024
219497,0.002243822207674384
219498,0.0028578927740454674
219499,0.0041089714504778385
219500,0.002382152248173952
219501,0.003409544937312603
219502,0.0024706069380044937
219503,0.00244315667077899
219504,0.002286275615915656
219505,0.0024698865599930286
219506,0.0035376069135963917
219507,0.0021223975345492363
219508,0.007937738671898842
219509,0.0043866015039384365
219510,0.002281159395352006
219511,0.0028822673484683037
219512,0.003006630577147007
219513,0.003491189330816269
219514,0.00505226943641901
219515,0.0028064062353223562
219516,0.0026361483614891768
219517,0.002854505553841591
219518,0.0028756328392773867
219519,0.002682040212675929
219520,0.002300475724041462
219521,0.0027872263453900814
219522,0.002692671725526452
219523,0.0032479034271091223
219524,0.002287370152771473
219525,0.002521057380363345
219526,0.0023182297591120005
