id,stroke
15304,0.0013587302272989321
15305,0.004179576579583455
15306,3.0317266475066162e-9
15307,1.1833537347016865e-5
15308,5.392553984462367e-7
15309,0.014323313319084652
15310,5.799131213449771e-4
15311,0.013108965184920773
15312,4.910067685770514e-9
15313,5.342700978656634e-4
15314,2.0601682794707532e-4
15315,0.0026733690662917864
15316,2.61237942389414e-8
15317,2.650165922823966e-6
15318,4.7168530585950386e-5
15319,4.0403847667569437e-7
15320,7.026700977741385e-7
15321,9.651181728909108e-6
15322,6.032882535755846e-7
15323,4.3600667625653955e-5
15324,1.5856349566689687e-9
15325,8.561309394750083e-8
15326,2.1374136782714714e-7
15327,3.105569234773675e-6
15328,1.6412259864817536e-5
15329,3.6961020281056634e-6
15330,4.2269572119391086e-5
15331,9.842313692542959e-5
15332,7.873374245903619e-7
15333,3.1673448286362316e-7
15334,0.11890009308504856
15335,1.1999502080861646e-7
15336,4.18120202594352e-5
15337,3.0176126997571995e-4
15338,1.8202436572023473e-5
15339,2.7760946230692696e-7
15340,0.006508211327224678
15341,1.6251304375325404e-5
15342,2.010064559243574e-9
15343,3.938708672657221e-5
15344,2.325633241540004e-9
15345,1.0036853517414457e-5
15346,2.7027149518410454e-8
15347,0.002341518324920022
15348,4.041864388060201e-5
15349,2.2530313725788176e-8
15350,0.008884963199646045
15351,1.0302081410173969e-9
15352,0.03584517305404189
15353,3.818491393081658e-7
15354,1.1886328699084459e-8
15355,7.982929178163012e-5
15356,4.1240968418065904e-9
15357,1.2740141164258034e-7
15358,0.3720742725709204
15359,8.606855690374005e-7
15360,5.295703473739977e-6
15361,5.156131183126078e-7
15362,5.886408449521374e-4
15363,5.712820050352008e-8
15364,4.61330927389314e-5
15365,7.72190879964052e-5
15366,3.0324930261338423e-6
15367,1.2543018068633671e-8
15368,0.012299465737157012
15369,1.2346197397761216e-9
15370,6.75177799763782e-5
15371,8.209902202516162e-9
15372,2.052145879449796e-6
15373,3.682604676757961e-7
15374,1.363947246046937e-5
15375,2.04527750291561e-9
15376,1.3265765408387864e-7
15377,0.03141503611380059
15378,2.9361391096216494e-9
15379,0.5875611898053403
15380,7.398810847658588e-6
15381,3.2326039622887492e-9
15382,3.820501420026545e-5
15383,1.3881343547961222e-6
15384,5.016167359261914e-8
15385,2.1670701862430697e-4
15386,3.9607159774135425e-9
15387,0.012099590517394399
15388,1.8320406636185282e-8
15389,2.2895244814535864e-4
15390,4.068003668844522e-5
15391,6.555129443697183e-7
15392,6.588249490402376e-8
15393,1.7858439339768495e-5
15394,0.051452869113118305
15395,1.5246882026698216e-5
15396,7.462211182307499e-8
15397,9.505750587650574e-4
15398,6.544561781396396e-9
15399,2.338308037508341e-5
15400,3.1137381877321957e-6
15401,1.2615257160231153e-5
15402,2.1123491844576847e-9
15403,3.087518273026113e-5
15404,1.9411733821361743e-5
15405,6.823887110440907e-5
15406,4.128772739919739e-6
15407,3.224535874979395e-7
15408,0.012377131880156433
15409,3.678788410566014e-7
15410,0.002901752345282005
15411,0.980558982286506
15412,6.844708829664148e-4
15413,3.966462035820406e-6
15414,1.0379884174405163e-8
15415,3.6865540908870287e-7
15416,0.763933121803769
15417,0.001133521791338521
15418,1.4347432131245341e-9
15419,0.23623696157853646
15420,3.098808666746056e-5
15421,1.0837809922836783e-6
15422,9.59655327981146e-7
15423,2.8443132293887174e-9
15424,9.080204699252192e-9
15425,0.0012959018301936798
15426,6.679060083769617e-5
15427,2.135249836651143e-4
15428,1.0825492518751201e-4
15429,0.08374369049480868
15430,4.742313208794258e-10
15431,2.7274567049317966e-9
15432,4.9075824071209695e-8
15433,2.078532901350627e-10
15434,4.425504297622673e-5
15435,2.729545819828427e-4
15436,2.29837303622471e-6
15437,3.38358212414569e-4
15438,0.2534080327346039
15439,1.0289490297576975e-6
15440,8.175209447514042e-6
15441,0.014380935377289905
15442,3.807179238535241e-9
15443,2.7871788765843064e-8
15444,5.0972388532244395e-9
15445,0.004154791922879153
15446,0.015780176273458513
15447,5.178643639143221e-4
15448,4.84293568914218e-7
15449,2.7820593345717626e-6
15450,2.814166716047506e-4
15451,5.061230384761917e-5
15452,2.918761155016325e-4
15453,7.299102290495574e-4
15454,0.0066432383810320905
15455,1.618340781872618e-5
15456,1.4605090408348342e-4
15457,4.995256196016484e-6
15458,4.020286736849954e-8
15459,7.256638195007881e-6
15460,0.009367481902725738
15461,4.653855161462772e-6
15462,7.937762256859937e-5
15463,5.492446512205262e-4
15464,5.012281023960563e-4
15465,0.008946815313734757
15466,5.6969530496830956e-5
15467,7.106886867891404e-8
15468,2.7345284793200975e-6
15469,4.756880612855063e-6
15470,0.003006354617746898
15471,0.9991311780069151
15472,1.5079889836844274e-7
15473,3.039499227863729e-7
15474,7.100113830205146e-9
15475,2.2040899126329894e-4
15476,2.124932365510368e-6
15477,2.4334058668085135e-7
15478,1.135637442306603e-6
15479,3.8427419646436256e-5
15480,2.7750984410768176e-5
15481,2.193136525385775e-6
15482,2.8053302690289605e-5
15483,7.135753499754038e-6
15484,0.8581453085797723
15485,6.231928471045478e-6
15486,2.5612391855167616e-6
15487,2.7460940183843263e-4
15488,4.783709063316266e-7
15489,0.0033584548808724968
15490,4.0589613004426983e-4
15491,3.941568808196738e-5
15492,1.0301557051839438e-8
15493,1.448983955043559e-8
15494,1.1007659328488018e-7
15495,2.1678989714501995e-9
15496,2.1622685515421125e-6
15497,0.556042317792711
15498,2.5150877418389506e-5
15499,1.4285384418721847e-6
15500,2.015751558004375e-6
15501,3.284158966998518e-8
15502,6.10791242540154e-4
15503,9.964526149985886e-6
15504,2.829411174909424e-6
15505,1.165274199355082e-8
15506,0.03892321584731917
15507,9.052603688886052e-8
15508,0.006086475064179586
15509,0.0026584197386307906
15510,0.002408490288484777
15511,6.16740059444787e-5
15512,0.0030400034632339645
15513,6.529616080275247e-6
15514,8.555884651872958e-7
15515,1.0867386990298655e-9
15516,5.595329790242243e-5
15517,3.990421149069334e-8
15518,3.6674124637148253e-7
15519,7.114359990012531e-9
15520,3.77113379412819e-8
15521,3.398846634139474e-7
15522,3.823344612075008e-5
15523,7.2594286137928066e-9
15524,2.3538038185222376e-10
15525,0.011312401077776979
15526,0.009960082963281658
15527,1.572173740860272e-6
15528,5.792276547289532e-8
15529,0.02804813292363484
15530,0.014250758654521523
15531,1.8248568852685665e-6
15532,0.12826654961640072
15533,0.0010584101714815608
15534,1.2310176011887108e-7
15535,4.2939998549473835e-4
15536,0.08558785074479414
15537,5.670644501798439e-4
15538,1.81913347274687e-7
15539,2.0539804346242363e-7
15540,4.6667475986916784e-6
15541,1.714897335247656e-9
15542,6.915716650457426e-7
15543,1.313530528790352e-8
15544,0.003732296267112245
15545,0.0036742157687120747
15546,0.10140897695473283
15547,2.8057284384708225e-8
15548,0.01802382617210363
15549,0.1976266363657606
15550,4.0114002042290764e-7
15551,1.131916104180064e-6
15552,1.4133375092484357e-7
15553,1.2745418054294078e-9
15554,1.4088496689268482e-5
15555,1.7466293138279632e-4
15556,1.1966336810331768e-9
15557,4.548050236419243e-8
15558,2.779006528008665e-6
15559,0.016232812003632913
15560,1.360527314142601e-7
15561,1.9775505871733046e-6
15562,4.566407100448089e-6
15563,2.334623949717951e-8
15564,7.063948992414026e-8
15565,2.5052818042325953e-8
15566,1.8410683866321165e-5
15567,3.6665340008568137e-6
15568,5.257479118725428e-9
15569,4.833465883091748e-7
15570,6.005272623588187e-5
15571,0.6663417048406113
15572,1.6202648112084717e-9
15573,1.2647866082238224e-6
15574,4.0361496993490675e-6
15575,1.9721549807671934e-6
15576,0.10326337122788676
15577,1.8200776788379613e-4
15578,0.021151869836059434
15579,1.8028503134814855e-9
15580,1.9680096603469366e-6
15581,6.1840945697611005e-9
15582,8.692178686248164e-4
15583,1.7352762293754154e-6
15584,1.3343904203821921e-8
15585,0.007240622777522909
15586,4.6504265177604864e-6
15587,2.759830417220499e-5
15588,8.593398070910752e-8
15589,1.384651893621136e-5
15590,0.5212007583688298
15591,1.72220127048206e-9
15592,1.6796303076160868e-6
15593,4.0348784586807795e-6
15594,2.837570692753033e-4
15595,0.020002083382087754
15596,8.096664116941099e-9
15597,9.671110730891108e-5
15598,7.501215704142083e-8
15599,0.0017614879301375286
15600,4.137340308130177e-6
15601,5.336050510151846e-5
15602,1.983875201150287e-5
15603,0.0022606636657513945
15604,0.0011300506311333613
15605,0.19474638347324447
15606,1.1981388714499275e-7
15607,0.010917407360091058
15608,8.154509946844968e-6
15609,1.7052137146755797e-7
15610,1.0297402077730222e-4
15611,9.345549188966018e-7
15612,1.2741939792171308e-7
15613,9.199763928990912e-6
15614,7.189569162235898e-9
15615,2.6142332294809556e-5
15616,1.1837493174349234e-5
15617,1.2881660014230079e-6
15618,0.8799265312903746
15619,5.856523981714323e-4
15620,8.260401282219609e-4
15621,8.948175445055995e-8
15622,3.2162765650767255e-7
15623,1.4358350692889044e-4
15624,8.595566736158133e-8
15625,1.3690328870552548e-9
15626,0.10581508585409105
15627,3.643328083668962e-9
15628,3.3886314421138763e-8
15629,5.153337756524934e-10
15630,0.9950540899307639
15631,1.6968745852885547e-8
15632,8.163899933855134e-8
15633,5.865888219602766e-9
15634,0.0010134198937218342
15635,0.001120114503869618
15636,2.9060239181699643e-7
15637,0.018578860031823075
15638,1.8790258911649538e-4
15639,3.5170315548782582e-9
15640,6.2182380300424e-7
15641,0.004889282354354596
15642,1.132199670461631e-6
15643,4.741201209412793e-9
15644,1.1281866878487534e-6
15645,1.286124955068857e-5
15646,0.006507545925181102
15647,1.5219254745346689e-9
15648,2.732072468258906e-8
15649,2.157972057381663e-6
15650,4.292660060745135e-7
15651,1.2745418054294078e-9
15652,0.04086368436180321
15653,2.1578389064469405e-6
15654,2.666515452887097e-9
15655,2.1705933694882162e-7
15656,7.0021996479985305e-6
15657,6.554587588136762e-6
15658,0.004938786167628995
15659,3.562032461557063e-5
15660,7.878450820952843e-6
15661,1.3139629073677384e-7
15662,4.2645906672689193e-7
15663,0.06847200850102275
15664,4.017178818260803e-6
15665,5.508918950347663e-6
15666,1.773227564783042e-9
15667,3.606055543059483e-8
15668,1.1120388798691039e-7
15669,6.939758314672417e-7
15670,5.831731697010234e-4
15671,7.903431818800932e-5
15672,0.005150730982427798
15673,2.9459735095827e-8
15674,1.2123748671655221e-9
15675,0.0017172998564720654
15676,0.035784534883004815
15677,7.65081198661477e-6
15678,1.0020905509500189e-5
15679,1.9868451626159356e-6
15680,0.0010040897643612823
15681,0.25714049834018127
15682,1.4591897978810664e-7
15683,1.7021954956675245e-9
15684,1.1715829381087062e-6
15685,1.1136269930878129e-5
15686,7.761652013564824e-4
15687,4.549635477579805e-6
15688,4.7126266425445706e-4
15689,1.7643203795714157e-6
15690,0.004912934578540362
15691,3.1057010441148947e-6
15692,4.6433757359742867e-4
15693,1.1935190280532026e-8
15694,3.7370294639682555e-5
15695,5.039284708407976e-7
15696,1.1617412365438895e-7
15697,0.07071052696346047
15698,1.4987987575487693e-6
15699,0.0023379601899625735
15700,6.746444292105025e-9
15701,7.0648647151339006e-6
15702,1.950044958842767e-8
15703,3.6717142138864567e-4
15704,5.8554236237462476e-8
15705,3.116814056736139e-6
15706,2.807224374099526e-4
15707,4.402791160651454e-6
15708,1.0295684305106079e-9
15709,5.722727398627114e-7
15710,1.4155959478956426e-5
15711,6.276832265061927e-8
15712,4.5504085133263317e-7
15713,5.719525474345843e-7
15714,0.13802779689132227
15715,4.825759358784154e-8
15716,2.0270744165773458e-5
15717,2.308167590281407e-6
15718,1.9916433129785194e-4
15719,9.585637603868324e-4
15720,2.789179776030437e-9
15721,2.0672558233014726e-6
15722,2.477873417561227e-8
15723,6.407768178628981e-5
15724,1.4863041908341756e-8
15725,2.2099547303255918e-8
15726,0.6791573494593364
15727,4.571786288065649e-5
15728,0.0015059762201101723
15729,1.122112869256231e-5
15730,4.993229765393181e-5
15731,3.4661183123674277e-7
15732,4.2238142861195094e-5
15733,8.120288056412406e-7
15734,1.6467371656281315e-6
15735,0.016946432008466683
15736,1.1261382382166119e-8
