id,stroke
15304,0.024733988383023466
15305,0.3040604289208739
15306,9.054947747199382e-5
15307,0.05446595604930744
15308,0.032438797326666324
15309,0.017074345450960805
15310,0.02884346012670651
15311,0.08659056386107426
15312,3.294772837701265e-5
15313,0.019217708045683984
15314,0.04027944821455518
15315,0.06920625585802195
15316,2.202847994111237e-4
15317,0.0040777981764133775
15318,0.024020077852867184
15319,3.157354013921461e-4
15320,7.012512281515649e-4
15321,0.0056372597222234975
15322,0.03665171844455966
15323,0.06078297593736844
15324,0.0032629630699559623
15325,1.226979504064058e-4
15326,4.2614046580795794e-4
15327,0.013654991385407737
15328,0.04099983752577941
15329,0.017793311764416578
15330,0.010779236951044326
15331,0.02032154257776403
15332,9.328279749492059e-4
15333,0.013632088166491184
15334,0.13932471262912477
15335,0.002306719929100438
15336,0.011636851235066317
15337,0.11552779703604918
15338,0.035355616844366194
15339,3.8789162939429814e-4
15340,0.10526322899542251
15341,0.04371968465061019
15342,7.203865381468641e-4
15343,0.010894080422924345
15344,0.0015590853161866626
15345,0.004261673906672351
15346,0.0018534832996631378
15347,0.09383461368334947
15348,0.07543090376042327
15349,4.705282106330167e-4
15350,0.024322731267046392
15351,5.328205212178368e-4
15352,0.2982850785944766
15353,0.005796039719456916
15354,6.02533462837405e-4
15355,0.004134136441803785
15356,2.650910030658993e-5
15357,0.01098876085081775
15358,0.3928363675847581
15359,0.002144219792244758
15360,0.02851173734342997
15361,0.0012805961395553722
15362,0.018127105584785547
15363,3.5534018457341563e-4
15364,0.005620476810657845
15365,0.014580617945658887
15366,0.0024783277516252805
15367,0.047536056426130374
15368,0.10173605748497022
15369,1.2946182825601947e-4
15370,0.04209997384085266
15371,0.01227048981679488
15372,4.7420650544295455e-4
15373,0.007749487257464015
15374,0.00911033608855478
15375,5.437970811264735e-4
15376,8.665775402231328e-4
15377,0.1149234863109211
15378,7.65157115561157e-5
15379,0.24208990844142736
15380,0.010544654105022382
15381,7.105167999312014e-5
15382,0.41173019433952285
15383,0.010138367299932425
15384,0.0032369667023286804
15385,0.022660223928786166
15386,0.0031429160899735403
15387,0.1279023099921142
15388,2.202847994111237e-4
15389,0.020677872270114264
15390,0.06418495875796484
15391,0.015566542690760275
15392,1.902308961825102e-4
15393,0.0050265706202907235
15394,0.32389382752909585
15395,0.012928642351353473
15396,0.005445458775463287
15397,0.01914558634258055
15398,2.87682205052504e-4
15399,0.005701491718582645
15400,0.019420772873923818
15401,0.024721927998442025
15402,0.00123946509024922
15403,0.008756535807805114
15404,0.016262081924017093
15405,0.06555463538875364
15406,0.00463632160151757
15407,0.013129041689860607
15408,0.2095644024667234
15409,0.10468279601495022
15410,0.04311067221800691
15411,0.6107116915436946
15412,0.03790448854715203
15413,0.02041698763233794
15414,1.0186138178971529e-4
15415,5.166951087191431e-4
15416,0.474005471252888
15417,0.041101240491302565
15418,5.5961854045951976e-5
15419,0.07885511785971258
15420,0.09853094409523087
15421,0.11810922072215495
15422,4.960272006916686e-5
15423,0.0017132559388090345
15424,0.00439245027075294
15425,0.023837110340658413
15426,0.038669963481936846
15427,0.007299409050948016
15428,0.05018643300684554
15429,0.062581762060327
15430,0.0018442119231276875
15431,0.001655356851933606
15432,0.008146261917176155
15433,0.017181310828080477
15434,0.004326512548758107
15435,0.02615426607528505
15436,0.007940412849604343
15437,0.07182501349917005
15438,0.18816587731342066
15439,0.005260816090859432
15440,5.854759183520829e-4
