id,Attrition
1677,0.31423193742856786
1678,0.09769682539682542
1679,0.06341229781997189
1680,0.040996031746031746
1681,0.5034300871619415
1682,0.16424139978684554
1683,0.0632607949959645
1684,0.2549750345065562
1685,0.09486428571428579
1686,0.17290486827986834
1687,0.03941031746031747
1688,0.265498713889123
1689,0.07621889053281453
1690,0.05614444444444446
1691,0.2102839197352355
1692,0.24827378875410092
1693,0.1732277752884105
1694,0.1374578594141748
1695,0.4548875085210116
1696,0.14007698799091206
1697,0.2538075346849945
1698,0.06660921731435752
1699,0.15880326617826623
1700,0.07726507936507931
1701,0.23963618326118327
1702,0.07104111721611725
1703,0.09557896825396821
1704,0.05885505575647982
1705,0.0802269841269841
1706,0.05023279030910611
1707,0.12117021103896108
1708,0.07417698412698417
1709,0.13186308968989446
1710,0.26728312755319794
1711,0.14817090606526076
1712,0.47545827854921896
1713,0.04222787574130611
1714,0.19257248182762207
1715,0.037010158730158726
1716,0.15092002088394496
1717,0.08912282608695661
1718,0.11710302197802198
1719,0.0654186507936508
1720,0.029569128329297818
1721,0.37061868613072396
1722,0.08733600288600293
1723,0.028645403744703663
1724,0.16677388388843525
1725,0.10276865079365086
1726,0.07826547619047622
1727,0.07587626446518855
1728,0.12377470067362027
1729,0.07425292752321053
1730,0.02194404761904761
1731,0.06328571428571433
1732,0.32071685350291884
1733,0.0591277777777778
1734,0.16143381086898032
1735,0.1350524276377217
1736,0.10093165445665443
1737,0.0945825396825397
1738,0.07398888605695035
1739,0.05248739702632109
1740,0.009232936507936508
1741,0.08265765151515159
1742,0.05574126984126985
1743,0.1587476756039659
1744,0.08223330280830284
1745,0.03881063233264318
1746,0.01662261904761904
1747,0.13988363064524062
1748,0.04561952938365983
1749,0.0644491147741148
1750,0.21804945806881304
1751,0.3056825060526318
1752,0.0993297619047619
1753,0.05516454531968552
1754,0.28250269335814565
1755,0.01815303738317757
1756,0.17918720455132142
1757,0.05489391039905059
1758,0.02038611111111111
1759,0.052321825396825394
1760,0.1057977969348659
1761,0.015332160110420979
1762,0.09412882330481634
1763,0.0450484516375685
1764,0.11365523088023088
1765,0.14776301169590644
1766,0.10768709357160586
1767,0.03759079592211128
1768,0.47509156746031755
1769,0.24962998251748242
1770,0.1461943922292451
1771,0.1415811904761905
1772,0.0193411326212728
1773,0.17907145209063718
1774,0.18531983656440174
1775,0.047576159951159956
1776,0.007358592938733126
1777,0.10319603174603177
1778,0.5051011403353295
1779,0.0841507936507937
1780,0.15213432792660553
1781,0.04064581998002706
1782,0.027218518518518506
1783,0.1367861111111112
1784,0.23328173245659117
1785,0.2976356446280044
1786,0.13354458656880486
1787,0.2290260889795292
1788,0.13738515104966723
1789,0.16336356421356432
1790,0.21709752013172726
1791,0.2675355555555555
1792,0.020864942145082326
1793,0.5972974933668478
1794,0.059035180240320465
1795,0.06347216117216119
1796,0.19477451847669236
1797,0.09721948051948053
1798,0.1246480158730159
1799,0.05162345096972701
1800,0.07288005952380952
1801,0.19174800107836557
1802,0.25308790467515274
1803,0.11272261904761906
1804,0.0910087301587302
1805,0.37542888736046653
1806,0.105457164952448
1807,0.13423206600163123
1808,0.14311377217553697
1809,0.18376236538768181
1810,0.11416869268724113
1811,0.054288431013431046
1812,0.25535017551892536
1813,0.29138516782010554
1814,0.05472817460317461
1815,0.12454060613605192
1816,0.17705164033861545
1817,0.05490039682539685
1818,0.12684565163833453
1819,0.03998769841269843
1820,0.019999206349206346
1821,0.11846756150902138
1822,0.13195929007672363
1823,0.04677579365079368
