id,Attrition
1677,0.28983548283576965
1678,0.08243051171302795
1679,0.040323447436094284
1680,0.030730729922652245
1681,0.6144169569015503
1682,0.11084045469760895
1683,0.04492999613285065
1684,0.3598446547985077
1685,0.024450896307826042
1686,0.185828298330307
1687,0.02490202896296978
1688,0.2034069448709488
1689,0.027128370478749275
1690,0.03702361509203911
1691,0.28629669547080994
1692,0.31309953331947327
1693,0.08754705637693405
1694,0.07171008735895157
1695,0.4191330671310425
1696,0.04448607563972473
1697,0.2061665803194046
1698,0.0329093299806118
1699,0.1032097116112709
1700,0.06898336857557297
1701,0.21972817182540894
1702,0.035057563334703445
1703,0.057236168533563614
1704,0.04699620604515076
1705,0.04597382992506027
1706,0.022986706346273422
1707,0.06857110559940338
1708,0.08789501339197159
1709,0.1389414370059967
1710,0.11948668956756592
1711,0.07590935379266739
1712,0.60382843017578125
1713,0.031000608578324318
1714,0.1418909877538681
1715,0.024568304419517517
1716,0.058135878294706345
1717,0.04841955378651619
1718,0.051864441484212875
1719,0.040083762258291245
1720,0.01810349151492119
1721,0.31895121932029724
1722,0.04943082481622696
1723,0.022825203835964203
1724,0.12626798450946808
1725,0.030975330621004105
1726,0.017978573217988014
1727,0.08423642069101334
1728,0.07913427799940109
1729,0.058220986276865005
1730,0.012625466100871563
1731,0.02785460092127323
1732,0.3142384886741638
1733,0.08312323689460754
1734,0.028784099966287613
1735,0.13509750366210938
1736,0.056952495127916336
1737,0.046598080545663834
1738,0.045331548899412155
1739,0.018400872126221657
1740,0.009591516107320786
1741,0.08764907717704773
1742,0.032625023275613785
1743,0.14489947259426117
1744,0.03009795770049095
1745,0.019493598490953445
1746,0.01086084358394146
1747,0.12478212267160416
1748,0.03190736845135689
1749,0.034552201628685
1750,0.08587956428527832
1751,0.3186855614185333
1752,0.04083657264709473
1753,0.036000728607177734
1754,0.3111506700515747
1755,0.014608846046030521
1756,0.20603330433368683
1757,0.03537806496024132
1758,0.010496854782104492
1759,0.02648795396089554
1760,0.10533824563026428
1761,0.022327428683638573
1762,0.04175088554620743
1763,0.0436488501727581
1764,0.08569558709859848
1765,0.10396844148635864
1766,0.0440429262816906
1767,0.031111450865864754
1768,0.6756359338760376
1769,0.1268734633922577
1770,0.08281204849481583
1771,0.09926033020019531
1772,0.010299863293766975
1773,0.15851935744285583
1774,0.06210890784859657
1775,0.04690781608223915
1776,0.008799376897513866
1777,0.050797030329704285
1778,0.5620054006576538
1779,0.045873191207647324
1780,0.09164934605360031
1781,0.02043667994439602
1782,0.01377776823937893
1783,0.09003275632858276
1784,0.17393164336681366
1785,0.31072521209716797
1786,0.07141807675361633
1787,0.2137756049633026
