id,Attrition
1677,0.2685487852851176
1678,0.05800704866558071
1679,0.02368420956264805
1680,0.02071701583027441
1681,0.5328386739512168
1682,0.07432337373616127
1683,0.023614415772692077
1684,0.32166880084024163
1685,0.017967687209587635
1686,0.24421083049505066
1687,0.012378094091077041
1688,0.08633251662703478
1689,0.013585458131660788
1690,0.017855692166251713
1691,0.29318318227102147
1692,0.297939275790142
1693,0.06164719981750255
1694,0.05728495192117011
1695,0.40834761488470506
1696,0.046051081093728796
1697,0.17176769192197938
1698,0.01821531242735741
1699,0.08920497396070681
1700,0.043325474592657676
1701,0.2911191138944379
1702,0.02303731570347245
1703,0.04604442473392589
1704,0.03474063358443158
1705,0.04033980660635628
1706,0.01022512762059824
1707,0.06783578170021876
1708,0.047104439189394776
1709,0.15711949096147182
1710,0.1105828617351291
1711,0.04118829816504377
1712,0.635600651652422
1713,0.01812027862689214
1714,0.10399672456337994
1715,0.011138466892423593
1716,0.04101168349421136
1717,0.02292937939935813
1718,0.028907441188845695
1719,0.020365614674965227
1720,0.009478759642298162
1721,0.19557372578484533
1722,0.022278079355478764
1723,0.013427748725819089
1724,0.15064518647128244
1725,0.0208869336141001
1726,0.011174064696308661
1727,0.044678852433517324
1728,0.0900579991847994
1729,0.026835041735221
1730,0.006053653907545531
1731,0.018635596208616878
1732,0.2641137318060963
1733,0.07299528774323827
1734,0.04507537822478258
1735,0.13249902040627093
1736,0.03619145110963373
1737,0.02625380440655989
1738,0.02703753914217344
1739,0.009862014433088206
1740,0.005564657503028592
1741,0.13510935932893997
1742,0.0246103185564448
1743,0.15341994110694712
1744,0.016716263522054353
1745,0.012831695258331277
1746,0.005148347224677385
1747,0.06894251498335724
1748,0.030910777217270646
1749,0.018917297329043348
1750,0.07113507502253069
1751,0.2710539924002502
1752,0.041132665356186426
1753,0.018675282405322124
1754,0.29116730474153385
1755,0.005586605151961299
1756,0.17367652882999352
1757,0.0260578854364637
1758,0.0050659992971651135
1759,0.023325815984149623
1760,0.10092639860020969
1761,0.008698389994889588
1762,0.01958469001398344
1763,0.03336703762556337
1764,0.03714684694944015
1765,0.06524195479682204
1766,0.04752112809981235
1767,0.01701188561900402
1768,0.6616535101325345
1769,0.07317199256533524
1770,0.04656220690666513
1771,0.05794302930840056
1772,0.004464424914362719
1773,0.13100533386484847
1774,0.025067225884518707
1775,0.03521534676371685
1776,0.004526210373412498
1777,0.05332739099831918
1778,0.6767353742848576
1779,0.02553577211721092
1780,0.08121763208780253
1781,0.009700494453278585
1782,0.010247866397520178
1783,0.07172183887373906
1784,0.13833977137291797
1785,0.3318359258153978
1786,0.09739386753397083
1787,0.21902702856098155
1788,0.12285242371292404
1789,0.06233397614542069
