id,Attrition
1677,0.04507342725992203
1678,2.895851794164628e-4
1679,1.6616722859907895e-4
1680,3.1350922654382885e-05
1681,0.8409721255302429
1682,0.01062003057450056
1683,2.369524590903893e-4
1684,0.13705869019031525
1685,5.8231591538060457e-5
1686,0.3642025589942932
1687,1.244010345544666e-4
1688,0.003042674157768488
1689,1.2040862930007279e-4
1690,0.0014788067201152444
1691,0.7607592940330505
1692,0.7720795273780823
1693,0.0019208831945434213
1694,0.0028476121369749308
1695,0.28774043917655945
1696,1.0750249930424616e-4
1697,0.030386215075850487
1698,4.452696521184407e-5
1699,0.003853503381833434
1700,2.2659807291347533e-4
1701,0.3618377149105072
1702,3.650712314993143e-4
1703,2.7348820003680885e-4
1704,4.0671363240107894e-4
1705,0.0011573259253054857
1706,1.894910674309358e-4
1707,4.172495100647211e-4
1708,4.907792317681015e-4
1709,0.07386673986911774
1710,0.04362049698829651
1711,7.618773961439729e-4
1712,0.9759446382522583
1713,1.7180990835186094e-4
1714,0.6550595164299011
1715,3.329694445710629e-4
1716,1.5003055159468204e-4
1717,7.742476736893877e-5
1718,2.1471570653375238e-4
1719,1.479102356825024e-4
1720,4.273686499800533e-6
1721,0.27432781457901
1722,6.656709010712802e-4
1723,1.105650699173566e-5
1724,0.06310141086578369
1725,4.45404730271548e-5
1726,5.82693683099933e-5
1727,0.002163665136322379
1728,0.025827521458268166
1729,3.976128064095974e-4
1730,1.135349293690524e-6
1731,1.9367282220628113e-4
1732,0.031489212065935135
1733,7.216329104267061e-4
1734,1.8916108820121735e-4
1735,0.10921379178762436
1736,3.572584828361869e-4
1737,9.072657121578231e-5
1738,4.9774163926485926e-5
1739,3.834645212918986e-6
1740,2.6196341877948726e-6
1741,0.034992098808288574
1742,6.500930794572923e-6
1743,0.02607855387032032
1744,0.002609164686873555
1745,1.0391934665676672e-5
1746,7.719101631664671e-6
1747,0.009085522964596748
1748,2.842706744559109e-4
1749,2.7509310166351497e-4
1750,2.959083067253232e-4
1751,0.11839666217565536
1752,1.3488982222042978e-4
1753,1.3575708726420999e-4
1754,0.3822038173675537
1755,5.889561361982487e-5
1756,0.16217446327209473
1757,2.767517580650747e-4
1758,4.881943596046767e-7
1759,5.719659966416657e-4
1760,0.03006848879158497
1761,2.1155560716579203e-6
1762,3.457254570093937e-5
1763,6.306101568043232e-5
1764,0.001058825640939176
1765,0.17209017276763916
1766,2.0191023941151798e-4
1767,4.142061243328499e-6
1768,0.2037360817193985
1769,0.017107520252466202
1770,0.0015245330287143588
1771,0.00169944460503757
1772,3.3799517495936016e-6
1773,0.07790663093328476
1774,4.978954675607383e-4
1775,4.4878124026581645e-4
1776,1.5031548628030578e-7
1777,2.898293605539948e-4
1778,0.096767857670784
1779,1.2340351531747729e-4
1780,2.0950401085428894e-4
1781,8.96141955308849e-7
1782,2.0161547581665218e-5
1783,0.035668857395648956
1784,0.0010719922138378024
1785,0.855085551738739
1786,1.9241620611865073e-4
1787,0.03012801706790924
1788,5.021406686864793e-4
1789,0.367334246635437
1790,0.003948370460420847
1791,0.16952984035015106
1792,3.4842871627915883e-6
1793,0.9237240552902222
1794,7.339245371440484e-7
1795,2.3072594194673002e-4
1796,0.02731109969317913
1797,0.0017952166963368654
1798,0.3317163288593292
1799,5.8766127040144056e-5
1800,7.418992463499308e-4
1801,0.0019102240912616253
1802,0.011394917033612728
1803,3.636944165918976e-4
1804,0.029215406626462936
1805,0.9799818992614746
1806,6.15553988609463e-4
1807,0.002125517465174198
1808,0.05447470769286156
1809,0.032296013087034225
1810,0.0026179475244134665
1811,1.3267234862723853e-5
1812,0.13803385198116302
1813,0.41317111253738403
1814,1.34094079839997e-4
1815,0.004930755123496056
1816,0.03226343169808388
1817,1.1616616575338412e-6
1818,9.21290076803416e-4
1819,1.6493801376782358e-4
1820,7.726547664788086e-6
1821,0.018185783177614212
1822,0.0012742230901494622
1823,1.1524840601850883e-6
1824,0.09704034775495529
1825,9.059256626642309e-6
1826,0.3970273733139038
1827,3.784436557907611e-5
1828,0.0034358107950538397
1829,0.11232607066631317
1830,0.0023474234621971846
1831,0.9503172636032104
1832,9.71308872976806e-6
1833,0.001941596856340766
1834,0.003908903803676367
1835,3.10535600874573e-4
1836,2.2136875486467034e-5
1837,4.109007568331435e-5
1838,1.2499402510002255e-4
1839,1.0866266393350088e-6
1840,2.5523846852593124e-4
1841,0.002926139160990715
1842,0.0030203363858163357
1843,2.176649468310643e-5
1844,1.0657084203558043e-4
1845,0.018173983320593834
1846,0.015161228366196156
1847,2.9009395348111866e-6
1848,1.4276090951170772e-4
1849,1.2152901763329282e-4
1850,0.35064706206321716
1851,0.33185136318206787
1852,7.279912824742496e-5
1853,0.003108281409367919
1854,1.1307037493679672e-4
1855,0.02360185980796814
1856,0.34185123443603516
1857,0.0014748878311365843
1858,8.785512181930244e-4
1859,8.884469025360886e-6
1860,1.8658739691090886e-6
1861,4.956497577950358e-4
1862,4.668400506488979e-4
1863,0.9458725452423096
1864,5.535074478757451e-7
1865,1.1524844740051776e-4
1866,0.005683510564267635
1867,1.354673004243523e-4
1868,0.01803557574748993
1869,0.9960992336273193
1870,0.1325056403875351
1871,0.004616782534867525
1872,3.9010248542581394e-7
1873,6.838484114268795e-5
1874,1.7281937471125275e-4
1875,2.4216611564042978e-5
1876,0.0028155846521258354
1877,7.259580888785422e-4
1878,3.184484285156941e-6
1879,2.358068923058454e-5
1880,0.37324485182762146
1881,8.589525823481381e-4
1882,3.142561035929248e-5
1883,6.857625976408599e-6
1884,7.522055057052057e-6
1885,0.003360389731824398
1886,0.008328803814947605
1887,3.423027737881057e-5
1888,0.0018864619778469205
1889,4.438158357515931e-4
1890,0.017198456451296806
1891,1.069981499313144e-5
1892,0.021082596853375435
1893,1.9662441627588123e-4
1894,2.9794397414661944e-4
1895,7.484894013032317e-5
1896,4.444616479304386e-6
1897,1.168014423456043e-4
1898,2.1486272453330457e-4
1899,7.677250541746616e-4
1900,0.28547149896621704
1901,0.011746449396014214
1902,5.210401923250174e-6
1903,3.937253859476186e-5
1904,0.013003116473555565
1905,3.68676774087362e-5
1906,0.0010277247056365013
1907,0.15767888724803925
1908,0.012913736514747143
